pub_year,1100,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1302,1303,1304,1305,1306,1307,1308,1309,1310,1311,1312,1313,1314,1315,2402,2403,2404,2405,2406,2802,2803,2804,2805,2806,2807,2808,2809,3002,3003,3004,3005
2010,33693,34079,27586,15684,72197,75458,13016,1297,32346,173980,31664,2142,12707,12279,24958,44893,42731,12073,2826,10097,101876,309779,8017,8131,1979,2913,62834,13548,12824,9268,4644,2738,41842,64588,8506,11949,20846,8123,95,10944,30503,5575
2011,35592,32302,26882,16670,71584,78893,13826,1225,32858,174136,32140,2166,13148,12871,26516,48213,44379,12644,2936,10362,104802,324195,8918,8339,1979,3316,67046,13901,12878,9138,5005,2940,43665,63044,8783,12064,21954,8776,115,11782,32411,6009
2012,40544,34435,27211,18841,73589,84754,14486,1387,34098,180230,35207,2284,13359,12915,26875,50535,45116,13199,3054,10887,107526,330114,9619,8876,2070,3775,68904,14404,13451,10200,5056,3266,43882,65927,8898,12539,23382,8828,147,12252,33104,6340
2013,45519,35827,28686,20223,76126,89468,15801,1297,35068,188341,38419,2481,13843,13495,27654,52988,46297,13593,3322,11178,110536,340743,10301,8887,2216,3980,73326,14993,14146,9852,5197,3571,45188,72198,9071,13184,25423,9126,148,12914,33641,6946
2014,49559,38386,29342,21181,77897,93536,17601,1462,36793,193208,41573,2684,14109,13640,27407,54067,46949,14166,3116,11618,113155,346737,10872,9026,2379,4423,73485,14788,14749,10482,5433,3964,45285,72880,8898,13061,24968,9441,189,13087,32090,7050
2015,52354,37404,28735,21736,77683,94373,19131,1535,35821,190493,41012,2629,13751,13998,26528,55135,46914,14310,3315,11420,113197,343618,11189,8709,2495,4735,72350,14322,14282,9484,5640,4069,44959,75368,8481,13010,25241,9773,267,13270,29218,6972
2016,54279,35483,27113,21925,78409,91513,19046,1557,38156,179817,39860,2781,13052,14329,24733,54599,46247,13913,3445,11453,112530,335101,11532,8495,2402,5155,71539,14068,14409,9142,5538,4328,43794,74571,8291,12297,23705,9576,341,12934,26554,6763
2017,57414,35074,27112,22548,73923,92669,20587,1516,36345,181616,42081,2825,12464,13969,23033,55440,45215,13729,3283,11238,108948,325460,12075,8390,2478,5541,70884,14250,13955,8784,5634,4609,42862,75912,7970,12312,25064,9406,393,11764,25724,6851
2018,62841,38491,27927,22017,71996,96200,21637,1577,37056,187164,43942,2813,12375,14538,22670,58510,44904,13640,3151,10982,111404,327765,12511,8566,2502,5930,71903,14237,13797,8642,5440,4898,42865,77754,7913,12143,25922,9598,433,11762,25859,6717
2019,66589,38908,28988,23114,72689,102415,20896,1653,38094,192568,44905,2913,13097,15351,23822,63842,46288,14544,3201,11733,115025,341123,13829,8713,2518,6437,76785,15114,14287,8754,5838,5561,43172,82330,8127,12716,28971,9882,480,12354,27300,6724
2020,68696,42037,30526,25053,73487,106593,21132,1731,39678,200491,47037,2862,12713,14717,22945,64436,46513,14279,3379,11531,115035,346939,14705,8860,2442,7287,79215,15198,14746,8878,5830,5998,42508,81460,7473,13192,29128,11037,515,12895,28993,7192
2021,64021,40205,30636,25201,69233,104517,18161,1656,38733,194675,43702,2852,12168,15048,22143,63348,44526,13829,3491,11175,113685,344903,14679,8316,2607,7236,80162,15245,14412,8315,5724,6567,42009,84185,7191,12535,30296,11192,551,12591,27281,7059
2022,56478,35270,28894,26911,60105,96739,15345,1596,36901,183338,39568,2775,11743,14432,21141,62668,42888,13033,3183,10674,106066,340156,14720,7803,2380,6807,80457,14135,13151,8940,5411,6634,39714,79106,6809,11942,29717,10636,498,12198,26055,6711
2023,63385,35212,27973,29375,58657,97025,15809,1544,36545,182728,40311,2811,11062,14921,21042,59700,41895,13171,3183,10646,106274,330185,14461,7586,2479,7299,81287,14350,12843,9016,5299,6879,39410,81873,6703,11665,32206,10272,551,12150,25523,6428
2024,65790,37460,29540,22994,62361,101565,14345,1854,37044,195249,42387,2880,11940,16337,21709,59029,43529,13998,3009,11380,111391,342320,15726,8362,2391,6766,80716,14124,13223,8501,5429,7136,40461,79743,7137,11744,36660,9805,580,13194,27883,6781
